STATE,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
CA,19,E,H,M,3,4,N,L,F,A,S,2
GA,27,E,H,F,2,4,Y,L,E,B,C,2
GA,39,E,H,F,2,4,N,L,F,C,T,2
other,34,E,H,M,3,4,N,L,F,B,T,1
MO,27,U,U,F,0,4,N,L,G,C,C,2
FL,23,U,H,M,3,4,N,L,D,C,C,1
other,24,E,H,M,2,4,N,L,E,C,C,1
CA,6,U,H,M,3,4,Y,L,G,A,U,2
IL,22,E,U,M,2,4,N,L,E,C,C,1
CA,22,I,U,other,2,4,N,L,E,A,C,1
CA,20,U,U,F,0,4,N,L,G,A,S,2
MI,2,E,U,M,3,4,N,L,E,A,U,1
FL,3,E,H,M,3,4,N,L,G,A,U,1
CA,12,U,U,F,0,4,N,L,F,B,S,1
CA,14,E,H,M,3,4,Y,L,F,B,S,1
other,41,E,U,F,2,4,N,L,F,D,T,3
CA,11,U,U,F,1,4,N,L,F,A,S,1
IN,49,E,H,F,3,4,N,L,G,A,R,2
CA,5,E,H,M,3,4,N,L,E,A,U,2
WI,35,E,H,F,1,4,N,L,G,B,T,1
IL,18,E,H,F,3,12,N,L,D,A,S,2
TX,22,U,H,F,3,12,N,L,E,A,C,1
other,4,E,U,F,1,4,N,L,F,B,U,2
MO,53,E,U,F,2,4,Y,L,F,D,R,3
MO,24,U,U,F,0,4,Y,L,F,C,C,1
TX,32,U,U,F,0,4,N,L,E,A,C,3
FL,37,E,H,M,3,4,N,L,E,B,T,2
IL,14,E,H,M,3,12,N,L,E,A,S,1
CA,2,U,H,F,2,4,N,L,E,A,U,1
CA,24,U,H,F,2,4,N,L,F,D,C,1
other,46,E,U,F,3,12,N,L,E,D,R,2
other,35,E,H,F,3,12,N,L,F,B,T,1
MI,14,E,H,M,3,4,N,L,D,A,S,1
CA,12,E,H,M,3,4,N,L,F,A,S,1
NC,36,E,H,F,3,4,N,L,F,C,T,2
MI,39,E,H,F,3,4,N,L,E,D,T,2
CA,17,U,U,M,2,12,N,L,D,B,S,2
CA,13,I,U,F,1,4,N,L,F,A,S,1
CA,24,U,U,F,0,4,N,L,F,A,C,1
CA,10,U,U,F,0,4,N,L,D,A,U,4
FL,21,E,H,F,3,4,N,L,G,A,S,3
NC,49,E,H,M,3,4,N,L,F,B,R,2
MI,36,E,H,M,3,4,Y,L,F,C,T,2
MI,32,U,U,F,0,4,N,L,F,A,C,3
other,15,E,H,M,3,4,N,L,E,B,S,1
other,4,U,U,F,3,4,N,L,D,B,U,2
CA,30,U,H,F,3,4,N,L,F,A,C,3
other,36,E,H,M,3,4,N,L,E,D,T,2
CA,14,E,H,M,3,4,Y,L,F,A,S,1
other,38,E,H,M,3,12,N,L,E,B,T,2
GA,30,E,U,M,3,4,Y,L,D,B,C,3
WI,44,U,U,F,1,4,N,L,G,C,R,2
other,53,I,U,F,0,4,N,L,E,D,R,3
other,49,U,U,M,3,4,N,L,D,D,R,2
CA,24,U,H,F,2,12,N,L,G,A,C,1
CA,35,E,H,F,3,4,N,L,G,C,T,1
CA,12,U,U,M,0,4,N,L,F,B,S,1
MO,20,U,U,F,0,4,N,L,F,A,S,2
other,12,U,H,M,3,4,Y,L,D,B,S,1
CA,14,E,H,M,2,4,N,L,F,A,S,1
MI,12,E,H,M,2,4,N,L,E,A,S,1
other,12,U,U,F,0,4,N,L,G,A,S,1
other,51,U,U,F,3,4,N,L,E,D,R,3
IN,51,E,H,M,3,4,N,L,F,D,R,3
other,36,E,H,F,2,4,N,L,F,D,T,2
other,53,E,U,F,3,4,N,L,F,C,R,3
other,24,E,H,M,3,4,N,L,F,B,C,1
GA,50,U,U,F,0,4,N,L,F,D,R,3
other,16,I,U,F,0,0,N,L,E,B,S,2
FL,24,U,U,M,2,4,N,L,D,B,C,1
CA,12,U,U,F,0,4,N,L,E,A,S,1
MI,9,E,U,F,2,4,N,L,F,A,U,3
WI,48,E,U,F,3,4,N,L,F,D,R,2
other,16,E,H,F,3,4,N,L,E,B,S,2
IN,16,U,H,F,2,4,N,L,F,A,S,2
NC,49,U,H,F,2,4,Y,L,F,C,R,2
WA,35,E,H,F,3,4,N,L,F,A,T,1
CA,17,U,U,F,0,4,N,L,E,A,S,2
MI,30,E,H,M,2,4,N,L,G,B,C,3
MI,17,E,U,F,3,4,N,L,F,B,S,2
other,36,E,U,M,1,4,N,L,F,D,T,2
FL,22,E,U,F,3,4,N,L,G,B,C,1
CA,8,E,H,F,2,4,N,L,F,A,U,3
other,47,E,H,M,2,4,N,L,F,A,R,2
CA,27,E,H,F,3,4,N,L,G,A,C,2
MO,11,E,H,M,3,4,Y,L,F,A,S,1
TX,13,E,H,M,2,4,Y,L,F,A,S,1
FL,13,I,H,other,3,4,N,L,E,A,S,1
WI,45,E,H,F,3,4,N,L,F,D,R,2
FL,3,E,H,M,3,4,N,L,E,A,U,1
CA,35,E,H,M,2,4,N,L,G,A,T,1
other,40,I,U,other,1,4,Y,L,G,A,T,2
TX,38,E,U,M,3,4,N,L,G,C,T,2
CA,10,U,H,M,2,4,N,L,D,B,U,4
IL,8,U,U,M,0,4,N,L,G,A,U,3
CA,20,U,U,M,3,4,N,L,F,B,S,2
other,40,E,U,F,3,4,N,L,E,B,T,2
other,17,E,H,F,3,4,N,L,E,B,S,2
other,37,E,H,F,3,4,N,L,D,B,T,2
FL,40,E,H,M,2,4,N,L,G,B,R,2
WI,13,E,H,M,2,4,N,L,G,B,S,1
FL,29,U,U,F,0,4,N,L,E,B,C,2
CA,18,U,U,M,2,4,N,L,E,A,S,2
other,49,U,U,M,1,4,N,L,G,B,R,2
other,53,U,U,F,0,4,N,L,E,D,R,3
MO,45,I,H,M,2,4,N,L,F,B,R,2
FL,21,E,H,F,3,4,N,L,F,A,S,3
FL,51,E,H,F,2,4,N,L,E,D,R,3
other,6,U,U,M,1,4,Y,L,E,A,U,2
IL,2,E,H,F,2,4,N,L,G,A,U,1
GA,27,E,H,F,3,4,N,L,E,D,C,2
other,49,U,U,F,0,4,N,L,G,B,R,2
FL,21,E,H,F,2,4,N,L,F,A,S,3
other,25,E,H,F,3,4,Y,L,F,C,C,2
CA,2,E,H,F,3,4,N,L,G,A,U,1
WA,12,E,H,F,3,4,N,L,F,A,S,1
IL,8,U,U,F,1,4,N,L,F,A,U,3
other,27,E,H,F,3,4,N,L,G,B,C,2
other,40,E,H,M,3,4,Y,L,F,B,R,2
other,45,U,U,M,2,4,Y,L,F,D,R,2
IL,2,U,H,M,2,4,N,L,F,A,U,1
other,46,U,U,F,0,4,N,L,F,D,R,2
IL,12,I,U,F,0,4,Y,L,F,A,S,1
NC,42,E,H,M,3,4,N,L,G,B,R,1
other,21,E,H,M,3,12,N,L,E,B,S,3
NC,23,E,U,M,2,12,N,L,D,C,C,1
other,36,I,U,M,0,12,N,L,F,C,T,2
WA,51,E,H,F,2,4,N,L,F,C,R,3
IN,21,E,H,F,3,4,N,L,F,B,S,3
TX,14,E,H,M,3,4,N,L,G,A,S,1
WI,31,E,H,M,2,4,N,L,F,B,C,3
CA,3,E,H,M,1,4,N,L,E,A,U,1
CA,1,I,U,F,0,4,N,L,G,A,U,1
MO,24,E,H,M,3,4,N,L,F,A,C,1
other,27,E,H,M,3,4,Y,L,E,B,C,2
FL,40,U,U,F,0,4,N,L,E,A,R,2
other,45,U,U,F,0,4,N,L,G,D,R,2
WA,28,I,U,F,2,4,N,L,F,C,C,2
MO,11,E,H,F,3,4,N,L,F,A,S,1
CA,40,U,U,F,2,12,N,L,E,A,R,2
other,41,E,U,F,1,4,Y,L,E,C,T,3
other,46,U,U,F,0,4,N,L,D,D,R,2
FL,39,E,H,F,2,4,N,L,F,B,T,2
CA,37,I,U,F,0,4,N,L,F,C,T,2
other,45,E,U,F,3,4,N,L,F,D,R,2
other,40,U,U,F,0,4,Y,L,D,D,R,2
TX,31,E,U,F,2,4,N,L,F,C,C,3
other,29,E,H,F,3,4,N,L,G,A,C,2
other,22,E,H,M,1,12,N,L,G,B,C,1
other,31,E,U,F,1,4,N,L,D,B,C,3
TX,27,E,H,M,3,4,N,L,F,A,C,2
other,12,E,H,F,2,4,N,L,F,B,S,1
other,14,U,U,M,0,4,N,L,E,A,S,1
other,44,E,U,F,3,4,N,L,G,B,R,2
MI,53,U,U,F,0,4,N,L,F,C,R,3
other,44,E,U,M,1,4,N,L,E,C,R,2
NC,40,E,H,F,2,4,N,L,F,B,R,2
other,53,U,U,M,0,4,N,L,F,D,R,3
IL,10,E,H,F,2,4,Y,L,E,A,U,4
MO,39,U,U,M,0,12,N,L,F,B,T,2
CA,10,U,H,other,2,4,N,L,E,A,U,4
CA,20,U,U,F,0,4,N,L,F,A,S,2
MI,44,U,U,other,3,4,N,L,G,C,R,2
other,27,E,H,M,3,12,N,L,G,B,C,2
TX,49,E,H,M,3,4,N,L,E,A,R,2
IL,11,E,H,F,2,4,N,L,F,A,S,1
CA,3,E,U,F,2,4,N,L,G,A,U,1
other,49,E,H,F,3,4,Y,L,E,B,R,2
other,24,E,H,M,3,4,Y,L,E,B,C,1
GA,36,I,U,F,0,4,N,L,F,A,T,2
GA,13,E,H,F,3,4,N,L,F,A,S,1
WA,25,I,U,F,0,4,Y,L,G,A,C,2
TX,10,U,U,M,0,4,N,L,F,A,U,4
CA,11,I,H,F,2,12,N,L,F,A,S,1
TX,2,E,U,F,3,12,N,L,F,A,U,1
WA,30,E,H,F,3,4,N,L,F,C,C,3
CA,13,E,H,M,3,4,N,L,F,A,S,1
other,48,E,U,M,3,4,N,L,E,D,R,2
FL,7,E,H,M,3,4,Y,L,G,A,U,2
FL,40,E,H,F,2,4,N,L,F,B,T,2
WA,46,U,U,F,2,4,N,L,F,A,R,2
other,40,E,H,F,3,4,N,L,F,D,R,2
other,27,E,H,M,3,4,N,L,G,B,C,2
CA,7,E,U,M,2,4,N,L,G,A,U,2
TX,36,E,U,F,3,4,N,L,F,C,T,2
other,49,E,H,M,3,4,N,L,D,D,R,2
IL,17,U,U,M,0,4,N,L,G,A,S,2
MI,14,E,H,F,3,4,N,L,F,A,S,1
FL,40,E,H,F,3,4,N,L,E,A,T,2
other,39,E,U,M,1,4,N,L,E,C,T,2
other,20,E,H,M,3,4,N,L,F,B,S,2
TX,24,U,H,F,3,4,N,L,F,A,C,1
CA,24,E,H,F,3,4,N,L,F,B,C,1
TX,40,E,U,M,3,4,N,L,G,D,T,2
MO,12,E,H,M,3,4,Y,L,F,A,S,1
NC,51,E,H,M,3,12,N,L,E,C,R,3
other,40,U,U,F,0,4,N,L,D,A,R,2
FL,28,E,U,M,3,4,Y,L,F,C,C,2
MO,45,U,U,F,3,4,N,L,E,D,R,2
other,40,U,U,F,1,12,N,L,D,D,R,2
other,35,U,H,F,2,4,N,L,F,C,T,1
other,23,E,H,F,3,4,N,L,F,C,C,1
CA,7,I,U,F,2,4,N,L,G,A,U,2
other,49,E,H,F,3,4,N,L,E,B,R,2
CA,13,E,H,M,3,4,Y,L,D,A,S,1
IL,36,E,H,M,2,4,N,L,F,D,T,2
FL,18,I,U,F,0,4,N,L,F,B,S,2
WI,40,I,U,F,0,4,N,L,F,B,T,2
NC,47,E,U,F,3,4,Y,L,F,D,R,2
FL,26,U,U,M,0,4,N,L,E,B,C,2
MI,5,E,H,F,3,4,Y,L,F,A,U,2
other,45,E,U,F,3,4,N,L,E,D,R,2
IL,40,U,H,F,3,4,N,L,F,B,T,2
NC,43,U,U,F,3,4,N,L,F,C,R,2
IL,8,E,H,F,3,4,N,L,F,A,U,3
CA,13,E,H,F,3,4,N,L,G,A,S,1
other,22,E,U,M,2,4,N,L,F,B,C,1
TX,53,E,U,F,3,4,Y,L,G,D,R,3
other,40,U,U,other,1,4,N,L,E,C,T,2
WA,12,U,H,F,3,4,N,L,E,A,S,1
other,49,U,U,F,0,4,N,L,E,D,R,2
MO,35,I,U,M,1,4,Y,L,E,C,T,1
CA,35,E,H,F,3,4,N,L,F,A,T,1
other,17,E,H,F,3,4,Y,L,F,A,S,2
other,8,E,U,M,2,4,N,L,E,B,U,3
CA,14,U,U,F,0,4,N,L,F,A,S,1
TX,42,E,H,F,3,4,N,L,F,B,R,1
CA,15,E,H,M,3,4,N,L,G,A,S,1
other,32,E,H,F,3,4,N,L,F,B,C,3
IL,5,E,U,M,2,4,N,L,F,A,U,2
other,23,E,U,M,1,4,N,L,G,A,C,1
MO,35,U,U,F,2,4,N,L,E,A,T,1
WA,2,I,U,F,0,4,N,L,F,A,U,1
GA,22,U,U,F,3,4,N,L,E,A,C,1
IN,12,I,U,F,0,4,N,L,F,B,S,1
other,18,E,H,F,2,4,N,L,E,B,S,2
other,25,E,H,M,3,4,Y,L,G,B,C,2
MI,27,E,H,F,3,4,N,L,F,B,C,2
NC,32,E,H,F,3,4,N,L,F,B,C,3
other,35,U,U,other,1,4,N,L,F,B,T,1
other,45,E,U,F,2,12,N,L,E,D,R,2
CA,2,E,H,M,2,4,N,L,E,A,U,1
NC,18,E,H,M,3,4,N,L,F,B,S,2
WA,9,E,U,M,3,4,N,L,G,A,U,3
WI,38,E,H,M,3,4,N,L,E,D,T,2
other,36,E,U,M,3,4,N,L,E,D,T,2
MO,53,E,U,M,3,4,N,L,F,D,R,3
other,11,E,H,M,1,4,Y,L,F,B,S,1
TX,39,E,U,M,2,4,N,L,F,C,T,2
MI,12,E,H,F,3,4,Y,L,F,A,S,1
other,51,U,H,M,2,4,N,L,F,D,R,3
other,7,U,U,F,0,4,N,L,E,A,U,2
WI,24,E,U,F,2,4,N,L,F,B,C,1
FL,21,U,U,other,0,4,N,L,F,A,S,3
IL,28,E,H,M,3,12,Y,L,F,B,C,2
other,49,E,U,F,3,4,N,L,D,B,R,2
other,51,E,U,F,2,4,Y,L,F,D,R,3
WA,24,U,U,F,0,4,N,L,G,A,C,1
IN,10,E,U,M,3,4,N,L,F,B,U,4
TX,49,U,U,M,0,4,Y,L,G,C,R,2
MI,39,E,U,F,2,4,N,L,F,C,T,2
other,40,E,U,M,3,4,N,L,E,B,R,2
other,7,E,U,M,2,4,N,L,F,A,U,2
IN,36,E,H,F,2,4,Y,L,E,B,T,2
CA,6,E,H,F,3,4,N,L,G,A,U,2
FL,23,E,H,F,2,4,N,L,D,A,C,1
other,38,E,H,F,3,4,N,L,D,B,T,2
GA,25,U,H,F,3,4,N,L,F,C,C,2
IL,48,E,H,M,3,4,N,L,G,D,R,2
other,11,I,U,M,0,4,N,L,F,A,S,1
NC,27,E,H,M,3,4,N,L,G,B,C,2
other,16,E,H,M,3,4,N,L,G,A,S,2
FL,12,I,U,M,0,4,N,L,D,B,S,1
WI,49,E,U,F,3,4,N,L,F,B,R,2
other,34,U,U,F,0,4,N,L,F,D,T,1
other,43,U,H,F,2,4,N,L,E,D,R,2
TX,21,U,H,other,3,4,N,L,E,A,S,3
other,28,U,U,F,0,4,Y,L,E,C,C,2
other,45,I,H,F,2,4,N,L,F,B,R,2
FL,28,U,U,F,0,4,N,L,F,B,C,2
CA,27,E,H,M,3,4,N,L,F,A,C,2
NC,40,E,H,F,3,4,N,L,F,B,T,2
NC,40,U,U,F,0,4,N,L,F,B,T,2
IN,27,I,U,M,1,4,N,L,G,A,C,2
IL,20,U,U,F,3,4,N,L,F,B,S,2
MI,44,E,H,F,3,4,N,L,F,A,R,2
other,20,E,H,M,3,4,N,L,E,B,S,2
CA,3,E,H,F,2,4,N,L,E,A,U,1
other,35,E,U,M,3,4,Y,L,F,D,T,1
MI,45,E,H,F,2,12,N,L,E,D,R,2
CA,5,E,H,M,2,4,N,L,F,B,U,2
MI,36,E,H,F,3,4,N,L,F,D,T,2
CA,3,I,U,F,0,4,N,L,G,A,U,1
IL,28,E,H,M,2,4,N,L,G,D,C,2
other,51,E,U,M,3,4,N,L,D,D,R,3
CA,3,E,H,M,3,4,N,L,F,A,U,1
other,18,E,U,F,2,4,N,L,F,B,S,2
other,32,U,U,F,0,4,N,L,F,B,C,3
TX,14,E,H,F,2,4,N,L,F,A,S,1
other,5,E,U,F,3,4,N,L,D,A,U,2
WI,26,E,H,M,3,4,N,L,F,B,C,2
GA,50,E,H,F,2,4,N,L,G,D,R,3
WI,48,E,U,M,2,4,N,L,F,D,R,2
CA,8,E,U,M,1,4,N,L,F,B,U,3
CA,10,U,U,F,2,4,N,L,D,A,U,4
MI,43,U,U,F,0,4,N,L,F,D,R,2
other,24,E,H,M,3,4,N,L,F,B,C,1
FL,36,E,H,F,3,4,N,L,F,B,T,2
other,13,E,H,F,3,4,N,L,F,B,S,1
WA,31,U,U,M,0,4,N,L,F,A,C,3
other,43,I,H,F,3,4,Y,L,G,B,R,2
other,18,E,H,F,3,4,N,L,G,A,S,2
TX,12,E,H,M,3,4,N,L,F,B,S,1
IL,14,E,H,M,3,4,N,L,F,A,S,1
other,45,U,H,M,2,4,N,L,D,D,R,2
MI,35,E,H,F,3,4,N,L,G,B,T,1
FL,21,E,H,F,3,4,Y,L,F,B,S,3
MO,49,U,H,M,3,4,N,L,F,D,R,2
WA,11,U,U,F,0,12,N,L,E,A,S,1
IL,14,E,H,M,3,4,N,L,F,A,S,1
other,41,I,U,F,1,4,N,L,E,D,T,3
WI,29,E,H,M,2,4,N,L,E,B,C,2
other,21,E,U,F,2,4,N,L,G,B,S,3
TX,10,U,H,M,1,4,N,L,F,B,U,4
IN,25,E,U,M,3,4,N,L,F,C,C,2
IL,24,E,H,F,2,4,N,L,F,C,C,1
other,36,U,U,M,2,4,N,L,F,C,T,2
FL,29,U,U,F,0,4,N,L,G,A,C,2
FL,29,E,H,F,3,4,Y,L,F,B,C,2
CA,6,E,H,M,3,12,N,L,G,A,U,2
other,30,E,H,F,3,4,N,L,F,A,C,3
GA,12,E,H,F,3,4,N,L,F,A,S,1
other,46,E,U,F,3,4,N,L,F,D,R,2
TX,44,E,H,F,3,4,N,L,F,C,R,2
MO,30,E,U,F,3,4,Y,L,F,B,C,3
TX,50,E,H,M,3,4,N,L,E,A,R,3
other,45,U,H,M,2,4,N,L,G,D,R,2
NC,32,U,U,F,2,4,N,L,F,B,C,3
CA,22,E,H,F,3,4,N,L,G,A,C,1
GA,42,U,U,M,3,4,N,L,F,B,R,1
other,45,U,U,F,0,4,N,L,G,D,R,2
CA,40,E,U,F,2,1,N,L,G,A,T,2
WA,11,E,H,M,2,4,N,L,F,A,S,1
other,40,U,H,F,2,12,N,L,G,C,R,2
other,8,E,H,M,2,4,N,L,D,B,U,3
other,50,E,H,F,2,4,Y,L,G,D,R,3
FL,37,U,H,M,3,4,N,L,E,B,T,2
CA,53,U,U,F,0,4,N,L,F,D,R,3
other,49,U,U,F,0,4,N,L,F,D,R,2
WI,40,E,H,F,2,4,N,L,F,B,T,2
IL,12,E,H,M,3,12,N,L,F,A,S,1
other,51,E,U,M,2,4,N,L,F,B,R,3
MO,41,E,U,F,3,4,N,L,E,D,T,3
other,35,E,U,F,2,4,N,L,E,B,T,1
other,3,E,H,M,3,4,N,L,E,B,U,1
MI,21,E,H,M,2,4,N,L,F,A,S,3
other,24,U,U,F,3,12,N,L,G,B,C,1
CA,3,U,U,F,0,4,N,L,E,A,U,1
MI,49,E,H,M,3,4,Y,L,F,D,R,2
other,14,I,U,F,0,4,N,L,E,B,S,1
other,35,U,H,other,3,4,N,L,E,D,T,1
CA,6,E,H,F,3,4,N,L,E,A,U,2
FL,23,U,H,other,3,4,N,L,G,B,C,1
IL,14,E,H,F,3,4,N,L,D,A,S,1
other,30,U,U,F,2,4,N,L,E,B,C,3
MO,28,E,H,M,3,4,Y,L,F,B,C,2
TX,41,E,H,F,2,4,N,L,F,B,T,3
other,40,E,H,M,3,12,N,L,G,A,R,2
CA,26,E,H,F,3,4,N,L,F,A,C,2
other,43,U,U,M,3,4,N,L,E,D,R,2
CA,8,I,H,other,1,4,N,L,E,A,U,3
CA,9,E,H,M,3,4,N,L,F,A,U,3
NC,51,E,H,M,2,4,N,L,F,C,R,3
WI,21,I,U,F,0,4,N,L,F,C,S,3
CA,49,I,U,M,0,4,N,L,F,B,R,2
IL,48,U,U,M,3,4,N,L,G,D,R,2
IN,49,E,H,F,3,4,Y,L,F,B,R,2
MI,10,U,U,M,0,4,N,L,E,A,U,4
other,35,E,H,M,3,4,N,L,D,B,T,1
other,28,E,H,F,3,4,Y,L,F,C,C,2
FL,41,U,U,F,0,4,N,L,E,B,T,3
MI,35,E,H,M,3,4,Y,L,E,B,T,1
other,48,E,U,F,3,4,N,L,F,D,R,2
FL,15,E,U,F,1,4,N,L,G,B,S,1
other,20,E,H,M,2,4,Y,L,F,B,S,2
MI,38,I,U,F,0,12,N,L,F,A,T,2
other,51,E,H,M,2,4,N,L,G,D,R,3
other,37,E,U,M,2,4,N,L,F,C,T,2
IL,30,I,U,F,0,4,N,L,E,C,C,3
CA,11,I,U,F,2,4,N,L,D,A,S,1
CA,52,E,H,F,3,4,N,L,F,B,R,3
other,1,U,U,F,1,4,N,L,E,A,U,1
IN,2,E,H,M,3,4,N,L,F,B,U,1
other,45,U,H,F,2,4,N,L,F,C,R,2
CA,40,E,U,F,3,12,N,L,E,A,R,2
FL,33,E,H,M,2,4,Y,L,E,A,C,3
other,8,I,U,F,0,4,N,L,F,A,U,3
other,53,U,H,F,3,4,N,L,F,D,R,3
CA,18,E,H,F,3,4,N,L,E,A,S,2
GA,24,E,H,M,3,4,N,L,G,A,C,1
FL,8,E,H,M,3,4,N,L,E,A,U,3
MI,51,I,U,F,0,4,N,L,G,A,R,3
other,47,U,U,F,0,4,N,L,F,D,R,2
other,16,E,H,F,3,4,N,L,F,B,S,2
TX,2,E,H,M,3,4,Y,L,F,A,U,1
other,53,E,H,M,3,4,N,L,F,D,R,3
other,43,E,U,M,3,4,N,L,D,C,R,2
CA,9,I,U,F,0,4,N,L,E,A,U,3
NC,49,U,H,F,3,4,N,L,F,C,R,2
CA,19,U,U,M,2,4,N,L,E,A,S,2
other,5,E,U,F,3,4,Y,L,D,A,U,2
TX,24,E,H,F,1,4,Y,L,E,A,C,1
other,47,E,H,F,3,4,N,L,F,D,R,2
CA,5,E,H,F,3,4,N,L,F,B,U,2
other,40,I,H,F,2,4,Y,L,F,D,T,2
other,23,E,U,F,2,4,N,L,F,A,C,1
other,49,E,H,M,2,4,N,L,F,C,R,2
FL,26,I,U,M,0,4,N,L,F,A,C,2
CA,24,U,U,F,0,4,N,L,G,A,C,1
other,18,I,H,M,2,4,N,L,F,C,S,2
other,42,E,H,F,2,4,N,L,F,C,R,1
IL,7,E,U,M,3,4,N,L,F,A,U,2
IL,7,E,U,F,2,4,N,L,F,A,U,2
TX,36,U,U,F,2,4,N,L,G,C,T,2
CA,8,I,H,M,2,4,N,L,F,A,U,3
TX,49,U,U,M,0,4,N,L,F,D,R,2
CA,48,U,U,M,3,4,N,L,F,C,R,2
GA,35,E,H,other,3,4,N,L,E,D,T,1
CA,34,I,H,F,2,4,N,L,F,A,T,1
other,26,E,H,M,3,4,N,L,F,B,C,2
CA,13,I,U,F,0,4,N,L,F,A,S,1
other,35,U,U,F,0,4,N,L,E,B,T,1
CA,14,E,H,F,3,4,N,L,E,A,S,1
IN,51,E,H,F,3,4,N,L,F,D,R,3
IN,35,E,H,F,3,4,N,L,E,C,T,1
CA,27,U,H,F,2,4,N,L,F,A,C,2
NC,36,I,U,F,0,4,N,L,F,C,T,2
MI,24,E,H,F,2,4,N,L,G,B,C,1
IL,41,E,H,F,3,4,N,L,F,D,T,3
TX,45,E,H,M,2,4,Y,L,E,D,R,2
other,6,U,H,other,3,4,N,L,E,B,U,2
CA,10,E,H,F,3,4,N,L,F,A,U,4
MI,30,U,U,M,0,4,N,L,F,B,C,3
TX,35,E,H,F,3,4,Y,L,D,B,T,1
IL,48,E,U,F,3,4,N,L,F,D,R,2
other,35,E,H,M,3,4,N,L,G,B,T,1
CA,19,E,H,F,1,4,Y,L,E,A,S,2
TX,13,E,H,F,1,4,Y,L,F,A,S,1
WA,14,U,U,M,0,4,N,L,F,A,S,1
CA,6,E,U,M,2,4,N,L,E,A,U,2
NC,45,U,U,F,2,4,N,L,F,D,R,2
IL,5,E,U,F,2,4,N,L,F,A,U,2
GA,18,U,U,F,0,4,N,L,F,A,S,2
FL,27,E,H,M,3,4,N,L,F,B,C,2
other,11,E,H,F,3,4,N,L,F,B,S,1
IL,13,I,U,F,0,4,N,L,F,A,S,1
TX,46,E,U,F,1,4,N,L,F,D,R,2
other,30,E,H,F,2,4,N,L,F,B,C,3
other,12,E,H,F,3,4,N,L,F,B,S,1
CA,3,U,U,F,0,4,Y,L,G,A,U,1
other,11,E,H,M,3,4,N,L,D,C,S,1
other,13,U,H,F,3,4,N,L,F,B,S,1
other,2,E,H,M,3,4,N,L,G,A,U,1
other,44,I,U,M,2,4,N,L,G,A,R,2
other,36,U,U,F,0,4,N,L,D,C,T,2
CA,30,E,H,F,2,4,N,L,G,B,C,3
FL,33,E,H,M,2,4,Y,L,G,A,C,3
MI,20,U,U,F,0,4,N,L,E,A,S,2
TX,34,E,H,M,3,4,Y,L,D,C,T,1
other,42,E,H,F,3,4,N,L,F,A,R,1
CA,34,E,H,F,3,4,N,L,F,A,T,1
WI,40,E,H,F,2,12,N,L,F,B,T,2
other,8,U,U,F,3,4,N,L,F,B,U,3
TX,14,I,U,M,0,4,N,L,F,A,S,1
MO,19,U,U,F,0,4,N,L,F,D,S,2
IN,16,I,H,F,3,4,N,L,F,B,S,2
CA,12,E,U,F,2,4,N,L,G,A,S,1
CA,27,U,U,F,0,4,N,L,F,B,C,2
GA,35,E,H,M,3,4,Y,L,E,A,T,1
CA,40,E,U,F,2,12,N,L,E,A,T,2
other,35,E,H,F,2,4,N,L,F,B,T,1
other,25,I,U,M,0,4,N,L,F,D,C,2
CA,2,U,U,F,2,4,N,L,F,A,U,1
NC,27,E,H,F,3,4,N,L,F,C,C,2
IN,27,U,U,F,1,12,N,L,F,C,C,2
MO,53,U,U,F,0,4,N,L,E,A,R,3
WA,40,E,U,F,3,12,N,L,D,A,R,2
WA,40,U,U,M,3,4,N,L,E,C,R,2
other,17,E,H,F,1,4,Y,L,D,B,S,2
NC,27,E,H,F,3,4,N,L,G,C,C,2
CA,38,E,H,M,3,4,Y,L,F,C,T,2
other,51,U,U,M,1,4,N,L,G,D,R,3
other,25,E,H,M,3,4,N,L,F,C,C,2
CA,26,I,U,M,0,12,N,L,G,C,C,2
IL,3,U,U,F,0,4,N,L,F,A,U,1
TX,39,U,U,other,2,4,N,L,F,B,T,2
other,39,U,H,F,3,4,N,L,E,D,T,2
other,16,U,H,M,1,4,N,L,F,B,S,2
other,49,U,U,M,0,4,N,L,F,D,R,2
IN,32,E,H,F,2,4,N,L,G,B,C,3
WI,38,E,H,F,3,4,Y,L,F,D,T,2
WI,27,E,U,F,3,4,N,L,F,B,C,2
CA,13,U,U,M,0,12,N,L,E,A,S,1
other,40,I,U,F,0,4,N,L,E,B,T,2
CA,15,U,U,F,0,4,N,L,E,A,S,1
WI,8,E,H,M,3,4,N,L,G,A,U,3
CA,12,E,H,M,3,4,N,L,F,A,S,1
other,18,E,H,F,3,4,Y,L,E,B,S,2
other,30,E,H,F,3,4,N,L,E,C,C,3
FL,13,E,H,F,3,4,N,L,F,B,S,1
other,35,U,H,F,3,4,N,L,G,D,T,1
CA,13,E,H,M,3,4,N,L,F,A,S,1
MI,30,E,H,F,2,4,N,L,F,A,C,3
other,13,E,H,F,3,4,N,L,F,B,S,1
CA,10,E,H,M,3,4,N,L,F,A,U,4
CA,21,E,H,F,2,4,N,L,D,A,S,3
CA,27,U,U,F,0,4,N,L,F,A,C,2
WI,48,E,H,F,3,4,N,L,F,C,R,2
